1 ; Max Aarons ; ENG ; DF ; Norwich City ; Premier League ; 22 ; 2000 ; 34 ; 32
1437 ; Florian Krüger ; GER ; FWMF ; Arminia ; Bundesliga ; 23 ; 1999 ; 27 ; 12
1438 ; Tim Krul ; NED ; GK ; Norwich City ; Premier League ; 34 ; 1988 ; 29 ; 29
1439 ; Rade Kruni? ; BIH ; MFFW ; Milan ; Serie A ; 28 ; 1993 ; 28 ; 15
1440 ; Max Kruse ; GER ; FWMF ; Wolfsburg ; Bundesliga ; 34 ; 1988 ; 14 ; 14
1441 ; Max Kruse ; GER ; FWMF ; Union Berlin ; Bundesliga ; 34 ; 1988 ; 16 ; 16
1442 ; Lukas Kübler ; GER ; DF ; Freiburg ; Bundesliga ; 29 ; 1992 ; 29 ; 27
1443 ; Takefusa Kubo ; JPN ; FWMF ; Mallorca ; La Liga ; 20 ; 2001 ; 28 ; 17
1444 ; Juraj Kucka ; SVK ; MF ; Watford ; Premier League ; 35 ; 1987 ; 26 ; 22
1445 ; Mykola Kukharevych ; UKR ; FW ; Troyes ; Ligue 1 ; 20 ; 2001 ; 2 ; 0
1446 ; Dejan Kulusevski ; SWE ; MFFW ; Tottenham ; Premier League ; 22 ; 2000 ; 18 ; 14
1447 ; Dejan Kulusevski ; SWE ; FWMF ; Juventus ; Serie A ; 22 ; 2000 ; 20 ; 5
1448 ; Marash Kumbulla ; ALB ; DF ; Roma ; Serie A ; 22 ; 2000 ; 17 ; 13
1449 ; Fabian Kunze ; GER ; MF ; Arminia ; Bundesliga ; 23 ; 1998 ; 22 ; 13
1450 ; Enock Kwateng ; FRA ; DF ; Bordeaux ; Ligue 1 ; 25 ; 1997 ; 29 ; 22
1451 ; Grejohn Kyei ; FRA ; FW ; Clermont Foot ; Ligue 1 ; 26 ; 1995 ; 14 ; 4
1452 ; Giorgos Kyriakopoulos ; GRE ; DFFW ; Sassuolo ; Serie A ; 26 ; 1996 ; 29 ; 22
1453 ; Andrea La Mantia ; ITA ; FW ; Empoli ; Serie A ; 31 ; 1991 ; 18 ; 3
1454 ; Gaëtan Laborde ; FRA ; FW ; Rennes ; Ligue 1 ; 28 ; 1994 ; 34 ; 32
1455 ; Gaëtan Laborde ; FRA ; FW ; Montpellier ; Ligue 1 ; 28 ; 1994 ; 4 ; 4
1456 ; Alexandre Lacazette ; FRA ; FWMF ; Arsenal ; Premier League ; 31 ; 1991 ; 30 ; 20
1457 ; Tom Lacoux ; FRA ; DFMF ; Bordeaux ; Ligue 1 ; 20 ; 2002 ; 13 ; 11
1458 ; Lenny Lacroix ; FRA ; DF ; Metz ; Ligue 1 ; 19 ; 2003 ; 3 ; 2
1459 ; Maxence Lacroix ; FRA ; DF ; Wolfsburg ; Bundesliga ; 22 ; 2000 ; 29 ; 29
1460 ; Alban Lafont ; FRA ; GK ; Nantes ; Ligue 1 ; 23 ; 1999 ; 38 ; 38
1461 ; Víctor Laguardia ; ESP ; DF ; Alavés ; La Liga ; 32 ; 1989 ; 34 ; 34
1462 ; Konrad Laimer ; AUT ; MF ; RB Leipzig ; Bundesliga ; 25 ; 1997 ; 26 ; 15
1463 ; Stefan Lainer ; AUT ; DF ; M'Gladbach ; Bundesliga ; 29 ; 1992 ; 21 ; 19
1464 ; Diego Lainez ; MEX ; FW ; Betis ; La Liga ; 21 ; 2000 ; 7 ; 1
1465 ; Adam Lallana ; ENG ; MF ; Brighton ; Premier League ; 34 ; 1988 ; 24 ; 18
1466 ; Vassilis Lambropoulos ; GRE ; DF ; Bochum ; Bundesliga ; 32 ; 1990 ; 13 ; 13
1467 ; Érik Lamela ; ARG ; FW ; Sevilla ; La Liga ; 30 ; 1992 ; 20 ; 10
1468 ; Didier Lamkel Zé ; CMR ; FW ; Metz ; Ligue 1 ; 25 ; 1996 ; 9 ; 8
1469 ; Sam Lammers ; NED ; FW ; Eint Frankfurt ; Bundesliga ; 25 ; 1997 ; 15 ; 5
1470 ; Sam Lammers ; NED ; FW ; Atalanta ; Serie A ; 25 ; 1997 ; 2 ; 0
1471 ; Tariq Lamptey ; ENG ; DFFW ; Brighton ; Premier League ; 21 ; 2000 ; 30 ; 16
1472 ; Manuel Lanzini ; ARG ; MFFW ; West Ham ; Premier League ; 29 ; 1993 ; 30 ; 19
1473 ; Aymeric Laporte ; ESP ; DF ; Manchester City ; Premier League ; 28 ; 1994 ; 33 ; 33
1474 ; Julien Laporte ; FRA ; DF ; Lorient ; Ligue 1 ; 28 ; 1993 ; 33 ; 33
1475 ; Yasser Larouci ; ALG ; DF ; Troyes ; Ligue 1 ; 21 ; 2001 ; 12 ; 2
1476 ; Kevin Lasagna ; ITA ; FWMF ; Hellas Verona ; Serie A ; 29 ; 1992 ; 28 ; 11
1477 ; Jamaal Lascelles ; ENG ; DF ; Newcastle Utd ; Premier League ; 28 ; 1993 ; 26 ; 22
1478 ; Bryan Lasme ; FRA ; FW ; Arminia ; Bundesliga ; 23 ; 1998 ; 23 ; 7
1479 ; Paul Lasne ; FRA ; MF ; Brest ; Ligue 1 ; 33 ; 1989 ; 15 ; 9
1480 ; Latasa ; ESP ; FW ; Real Madrid ; La Liga ; 21 ; 2001 ; 1 ; 0
1481 ; Toni Lato ; ESP ; DFMF ; Valencia ; La Liga ; 24 ; 1997 ; 11 ; 7
1482 ; Armand Lauriente ; FRA ; FWMF ; Lorient ; Ligue 1 ; 23 ; 1998 ; 35 ; 28
1483 ; Darko Lazovi? ; SRB ; DF ; Hellas Verona ; Serie A ; 31 ; 1990 ; 34 ; 32
1484 ; Manuel Lazzari ; ITA ; DF ; Lazio ; Serie A ; 28 ; 1993 ; 31 ; 16
1485 ; Théo Le Bris ; FRA ; MF ; Lorient ; Ligue 1 ; 19 ; 2002 ; 4 ; 0
1486 ; Jérémy Le Douaron ; FRA ; FW ; Brest ; Ligue 1 ; 24 ; 1998 ; 32 ; 16
1487 ; Enzo Le Fée ; FRA ; MFFW ; Lorient ; Ligue 1 ; 22 ; 2000 ; 36 ; 25
1488 ; Vincent Le Goff ; FRA ; DF ; Lorient ; Ligue 1 ; 32 ; 1989 ; 34 ; 34
1489 ; Maxime Le Marchand ; FRA ; DF ; Strasbourg ; Ligue 1 ; 32 ; 1989 ; 12 ; 9
1490 ; Robin Le Normand ; FRA ; DF ; Real Sociedad ; La Liga ; 25 ; 1996 ; 37 ; 37
1491 ; Patrick Leal ; USA ; MF ; Venezia ; Serie A ; 19 ; 2003 ; 1 ; 0
1492 ; Rafael Leăo ; POR ; FW ; Milan ; Serie A ; 22 ; 1999 ; 34 ; 31
1493 ; Jean-Louis Leca ; FRA ; GK ; Lens ; Ligue 1 ; 36 ; 1985 ; 27 ; 27
1494 ; Jeremías Ledesma ; ARG ; GK ; Cádiz ; La Liga ; 29 ; 1993 ; 38 ; 38
1495 ; Pierre Lees-Melou ; FRA ; MF ; Norwich City ; Premier League ; 29 ; 1993 ; 33 ; 27
1496 ; Wu Lei ; CHN ; FWMF ; Espanyol ; La Liga ; 30 ; 1991 ; 23 ; 4
1497 ; Maxim Leitsch ; GER ; DF ; Bochum ; Bundesliga ; 24 ; 1998 ; 19 ; 17
1498 ; Lucas Leiva ; BRA ; MF ; Lazio ; Serie A ; 35 ; 1987 ; 35 ; 19
1499 ; Florian Lejeune ; FRA ; DF ; Alavés ; La Liga ; 31 ; 1991 ; 30 ; 30
1500 ; Ińigo Lekue ; ESP ; DF ; Athletic Club ; La Liga ; 29 ; 1993 ; 25 ; 22
1501 ; Thomas Lemar ; FRA ; MF ; Atlético Madrid ; La Liga ; 26 ; 1995 ; 24 ; 17
1502 ; Félix Lemaréchal ; CIV ; MF ; Monaco ; Ligue 1 ; 18 ; 2003 ; 1 ; 0
1503 ; Mario Lemina ; GAB ; MF ; Nice ; Ligue 1 ; 28 ; 1993 ; 32 ; 24
1504 ; Fabien Lemoine ; FRA ; MF ; Lorient ; Ligue 1 ; 35 ; 1987 ; 21 ; 13
1505 ; Tim Lemperle ; GER ; FWMF ; Köln ; Bundesliga ; 20 ; 2002 ; 13 ; 0
1506 ; Ruben Lendinez ; ESP ; DF ; Valencia ; La Liga ; 19 ; 2003 ; 4 ; 1
1507 ; Clément Lenglet ; FRA ; DF ; Barcelona ; La Liga ; 26 ; 1995 ; 21 ; 7
1508 ; Aaron Lennon ; ENG ; MF ; Burnley ; Premier League ; 35 ; 1987 ; 28 ; 17
1509 ; Bernd Leno ; GER ; GK ; Arsenal ; Premier League ; 30 ; 1992 ; 4 ; 4
1510 ; Christopher Lenz ; GER ; DF ; Eint Frankfurt ; Bundesliga ; 27 ; 1994 ; 15 ; 6
1511 ; Léo Leroy ; FRA ; MF ; Montpellier ; Ligue 1 ; 22 ; 2000 ; 24 ; 7
1512 ; Alexandre Letellier ; FRA ; GK ; Paris S-G ; Ligue 1 ; 31 ; 1990 ; 1 ; 0
1513 ; Robert Lewandowski ; POL ; FW ; Bayern Munich ; Bundesliga ; 33 ; 1988 ; 34 ; 34
1514 ; Jamie Leweling ; GER ; FWDF ; Greuther Fürth ; Bundesliga ; 21 ; 2001 ; 33 ; 22
1515 ; Jamal Lewis ; NIR ; DF ; Newcastle Utd ; Premier League ; 24 ; 1998 ; 5 ; 4
1516 ; Luca Lezzerini ; ITA ; GK ; Venezia ; Serie A ; 27 ; 1995 ; 6 ; 6
1517 ; Ben Lhassine Kone ; CIV ; MF ; Torino ; Serie A ; 22 ; 2000 ; 1 ; 0
1518 ; Yanis Lhery ; FRA ; FWMF ; Saint-Étienne ; Ligue 1 ; 19 ; 2003 ; 5 ; 0
1519 ; Dimitri Liénard ; FRA ; DFMF ; Strasbourg ; Ligue 1 ; 34 ; 1988 ; 33 ; 23
1520 ; Philipp Lienhart ; AUT ; DF ; Freiburg ; Bundesliga ; 25 ; 1996 ; 32 ; 32
1521 ; Matthijs de Ligt ; NED ; DF ; Juventus ; Serie A ; 22 ; 1999 ; 31 ; 29
1522 ; Isaac Lihadji ; FRA ; MFFW ; Lille ; Ligue 1 ; 20 ; 2002 ; 13 ; 2
1523 ; Anderson Lima ; BRA ; MF ; Lazio ; Serie A ; 22 ; 1999 ; 4 ; 0
1524 ; Andreas Linde ; SWE ; GK ; Greuther Fürth ; Bundesliga ; 28 ; 1993 ; 12 ; 12
1525 ; Victor Lindelöf ; SWE ; DF ; Manchester Utd ; Premier League ; 27 ; 1994 ; 28 ; 26
1526 ; Jesper Lindstrřm ; DEN ; FWMF ; Eint Frankfurt ; Bundesliga ; 22 ; 2000 ; 29 ; 26
1527 ; Karol Linetty ; POL ; MFFW ; Torino ; Serie A ; 27 ; 1995 ; 16 ; 11
1528 ; Jesse Lingard ; ENG ; FWMF ; Manchester Utd ; Premier League ; 29 ; 1992 ; 16 ; 2
1529 ; Pol Lirola ; ESP ; DFMF ; Marseille ; Ligue 1 ; 24 ; 1997 ; 34 ; 19
1530 ; Valentino Livramento ; ENG ; DF ; Southampton ; Premier League ; 19 ; 2002 ; 28 ; 25
1531 ; Dejan Ljubicic ; AUT ; MFFW ; Köln ; Bundesliga ; 24 ; 1997 ; 30 ; 22
1533 ; Diego Llorente ; ESP ; DF ; Leeds United ; Premier League ; 28 ; 1993 ; 28 ; 28
1534 ; Marcos Llorente ; ESP ; DFMF ; Atlético Madrid ; La Liga ; 27 ; 1995 ; 29 ; 29
1535 ; Hugo Lloris ; FRA ; GK ; Tottenham ; Premier League ; 35 ; 1986 ; 38 ; 38
1536 ; Giovani Lo Celso ; ARG ; MFFW ; Tottenham ; Premier League ; 26 ; 1996 ; 9 ; 2
1537 ; Giovani Lo Celso ; ARG ; FWMF ; Villarreal ; La Liga ; 26 ; 1996 ; 16 ; 11
1538 ; Julen Lobete ; ESP ; FWMF ; Real Sociedad ; La Liga ; 21 ; 2000 ; 13 ; 2
1539 ; Stanislav Lobotka ; SVK ; MF ; Napoli ; Serie A ; 27 ; 1994 ; 23 ; 19
1540 ; Jürgen Locadia ; NED ; FWMF ; Bochum ; Bundesliga ; 28 ; 1993 ; 11 ; 4
1541 ; Jürgen Locadia ; NED ; FW ; Brighton ; Premier League ; 28 ; 1993 ; 1 ; 0
1542 ; Manuel Locatelli ; ITA ; MF ; Juventus ; Serie A ; 24 ; 1998 ; 31 ; 23
1543 ; Banzouzi Locko ; FRA ; DFMF ; Reims ; Ligue 1 ; 20 ; 2002 ; 24 ; 11
1544 ; Renan Lodi ; BRA ; DF ; Atlético Madrid ; La Liga ; 24 ; 1998 ; 29 ; 13
1545 ; Ruben Loftus-Cheek ; ENG ; MFDF ; Chelsea ; Premier League ; 26 ; 1996 ; 24 ; 13
1546 ; Kevin Long ; IRL ; DF ; Burnley ; Premier League ; 31 ; 1990 ; 6 ; 4
1547 ; Shane Long ; IRL ; FW ; Southampton ; Premier League ; 35 ; 1987 ; 13 ; 3
1548 ; Sean Longstaff ; ENG ; MF ; Newcastle Utd ; Premier League ; 24 ; 1997 ; 24 ; 15
1549 ; Ademola Lookman ; NGA ; FWMF ; Leicester City ; Premier League ; 24 ; 1997 ; 26 ; 16
1550 ; Anthony Lopes ; POR ; GK ; Lyon ; Ligue 1 ; 31 ; 1990 ; 34 ; 34
1551 ; David López ; ESP ; MFDF ; Espanyol ; La Liga ; 32 ; 1989 ; 18 ; 8
1552 ; Diego López ; ESP ; GK ; Espanyol ; La Liga ; 40 ; 1981 ; 36 ; 36
1553 ; Javi López ; ESP ; DF ; Alavés ; La Liga ; 20 ; 2002 ; 9 ; 4
1554 ; Maxime Lopez ; FRA ; MF ; Sassuolo ; Serie A ; 24 ; 1997 ; 35 ; 33
1555 ; Pau López ; ESP ; GK ; Marseille ; Ligue 1 ; 27 ; 1994 ; 29 ; 29
1556 ; Unai López ; ESP ; MF ; Rayo Vallecano ; La Liga ; 26 ; 1995 ; 27 ; 13
1557 ; Dion Lopy ; SEN ; MF ; Reims ; Ligue 1 ; 20 ; 2002 ; 26 ; 19
1558 ; Samuel Loric ; FRA ; DF ; Lorient ; Ligue 1 ; 21 ; 2000 ; 3 ; 3
1559 ; Anthony Losilla ; FRA ; MF ; Bochum ; Bundesliga ; 36 ; 1986 ; 33 ; 33
1560 ; Jonas Lössl ; DEN ; GK ; Brentford ; Premier League ; 33 ; 1989 ; 2 ; 2
1561 ; Marcel Lotka ; POL ; GK ; Hertha BSC ; Bundesliga ; 21 ; 2001 ; 10 ; 9
1562 ; Jordan Lotomba ; SUI ; DF ; Nice ; Ligue 1 ; 23 ; 1998 ; 30 ; 19
1563 ; Johaneko Louisjean ; FRA ; DF ; Bordeaux ; Ligue 1 ; 17 ; 2004 ; 1 ; 0
1564 ; Imran Louza ; MAR ; MF ; Watford ; Premier League ; 23 ; 1999 ; 20 ; 17
1565 ; Matteo Lovato ; ITA ; DFMF ; Atalanta ; Serie A ; 22 ; 2000 ; 6 ; 3
1566 ; Matteo Lovato ; ITA ; DF ; Cagliari ; Serie A ; 22 ; 2000 ; 16 ; 14
1567 ; Eduard Löwen ; GER ; MF ; Bochum ; Bundesliga ; 25 ; 1997 ; 26 ; 15
1568 ; Matthew Lowton ; ENG ; DF ; Burnley ; Premier League ; 32 ; 1989 ; 25 ; 20
1569 ; Anthony Lozano ; HON ; FWMF ; Cádiz ; La Liga ; 29 ; 1993 ; 31 ; 21
1570 ; Hirving Lozano ; MEX ; FW ; Napoli ; Serie A ; 26 ; 1995 ; 30 ; 20
1571 ; Jean Lucas ; BRA ; MF ; Monaco ; Ligue 1 ; 23 ; 1998 ; 28 ; 18
1572 ; Anderson Lucoqui ; ANG ; DF ; Mainz 05 ; Bundesliga ; 24 ; 1997 ; 13 ; 9
1573 ; José Luis Gayŕ ; ESP ; DF ; Valencia ; La Liga ; 27 ; 1995 ; 24 ; 22
1574 ; José Luis Morales ; ESP ; FWMF ; Levante ; La Liga ; 34 ; 1987 ; 35 ; 31
1575 ; José Luis Palomino ; ARG ; DF ; Atalanta ; Serie A ; 32 ; 1990 ; 34 ; 30
1576 ; Florentino Luís ; POR ; MF ; Getafe ; La Liga ; 22 ; 1999 ; 22 ; 9
1577 ; Luismi ; ESP ; FW ; Sevilla ; La Liga ; 21 ; 2001 ; 2 ; 0
1578 ; Douglas Luiz ; BRA ; MF ; Aston Villa ; Premier League ; 24 ; 1998 ; 34 ; 31
1579 ; Romelu Lukaku ; BEL ; FW ; Chelsea ; Premier League ; 29 ; 1993 ; 26 ; 16
1580 ; Castello Lukeba ; FRA ; DF ; Lyon ; Ligue 1 ; 19 ; 2002 ; 24 ; 24
1581 ; Dodi Lukebakio ; BEL ; FW ; Hertha BSC ; Bundesliga ; 24 ; 1997 ; 3 ; 2
1582 ; Dodi Lukebakio ; BEL ; FWMF ; Wolfsburg ; Bundesliga ; 24 ; 1997 ; 19 ; 7
1583 ; Saša Luki? ; SRB ; MF ; Torino ; Serie A ; 25 ; 1996 ; 35 ; 34
1584 ; Levi Lumeka ; ENG ; DFFW ; Troyes ; Ligue 1 ; 23 ; 1998 ; 5 ; 0
1585 ; Andriy Lunin ; UKR ; GK ; Real Madrid ; La Liga ; 23 ; 1999 ; 2 ; 2
1586 ; Andrey Lunyov ; RUS ; GK ; Leverkusen ; Bundesliga ; 30 ; 1991 ; 1 ; 1
1587 ; Sebastiano Luperto ; ITA ; DF ; Empoli ; Serie A ; 25 ; 1996 ; 24 ; 22
1588 ; Andreas Luthe ; GER ; GK ; Union Berlin ; Bundesliga ; 35 ; 1987 ; 27 ; 27
1589 ; Lyanco ; BRA ; DF ; Southampton ; Premier League ; 25 ; 1997 ; 15 ; 9
1590 ; Charalambos Lykogiannis ; GRE ; DF ; Cagliari ; Serie A ; 28 ; 1993 ; 28 ; 21
1591 ; Yannis M'Bemba ; FRA ; DFFW ; Nantes ; Ligue 1 ; 20 ; 2001 ; 2 ; 0
1592 ; Alexis Mac Allister ; ARG ; MFFW ; Brighton ; Premier League ; 23 ; 1998 ; 33 ; 22
1593 ; Deiver Machado ; COL ; DF ; Lens ; Ligue 1 ; 28 ; 1993 ; 22 ; 5
1594 ; Darwin Machís ; VEN ; MFFW ; Granada ; La Liga ; 29 ; 1993 ; 25 ; 16
1595 ; Yvann Macon ; FRA ; DF ; Saint-Étienne ; Ligue 1 ; 23 ; 1998 ; 22 ; 19
1596 ; James Maddison ; ENG ; MFFW ; Leicester City ; Premier League ; 25 ; 1996 ; 35 ; 28
1597 ; Niki Mäenpää ; FIN ; GK ; Venezia ; Serie A ; 37 ; 1985 ; 17 ; 16
1598 ; Pablo Maffeo ; ESP ; DF ; Mallorca ; La Liga ; 24 ; 1997 ; 35 ; 35
1599 ; Louis Mafouta ; CTA ; FW ; Metz ; Ligue 1 ; 27 ; 1994 ; 15 ; 5
1600 ; Giulio Maggiore ; ITA ; MF ; Spezia ; Serie A ; 24 ; 1998 ; 35 ; 33
1601 ; Matej Maglica ; CRO ; DF ; Stuttgart ; Bundesliga ; 23 ; 1998 ; 1 ; 0
1602 ; Francesco Magnanelli ; ITA ; MF ; Sassuolo ; Serie A ; 37 ; 1984 ; 12 ; 2
1603 ; Giangiacomo Magnani ; ITA ; DF ; Sampdoria ; Serie A ; 26 ; 1995 ; 4 ; 3
1604 ; Giangiacomo Magnani ; ITA ; DF ; Hellas Verona ; Serie A ; 26 ; 1995 ; 14 ; 5
1605 ; Hugo Magnetti ; FRA ; MF ; Brest ; Ligue 1 ; 23 ; 1998 ; 28 ; 16
1606 ; Yohann Magnin ; FRA ; MFDF ; Clermont Foot ; Ligue 1 ; 24 ; 1997 ; 24 ; 19
1607 ; Harry Maguire ; ENG ; DF ; Manchester Utd ; Premier League ; 29 ; 1993 ; 30 ; 28
1608 ; Riyad Mahrez ; ALG ; FW ; Manchester City ; Premier League ; 31 ; 1991 ; 28 ; 15
1609 ; Arne Maier ; GER ; MF ; Augsburg ; Bundesliga ; 23 ; 1999 ; 29 ; 21
1610 ; Habib Maďga ; CIV ; MFFW ; Metz ; Ligue 1 ; 26 ; 1996 ; 17 ; 16
1611 ; Mike Maignan ; FRA ; GK ; Milan ; Serie A ; 26 ; 1995 ; 32 ; 32
1612 ; Ainsley Maitland-Niles ; ENG ; DF ; Roma ; Serie A ; 24 ; 1997 ; 8 ; 7
1613 ; Ainsley Maitland-Niles ; ENG ; MF ; Arsenal ; Premier League ; 24 ; 1997 ; 8 ; 2
1614 ; Josh Maja ; NGA ; FW ; Bordeaux ; Ligue 1 ; 23 ; 1998 ; 2 ; 0
1615 ; Abdul Majeed Waris ; GHA ; MFFW ; Strasbourg ; Ligue 1 ; 30 ; 1991 ; 15 ; 2
1616 ; Lovro Majer ; CRO ; MF ; Rennes ; Ligue 1 ; 24 ; 1998 ; 29 ; 21
1617 ; Jean-Victor Makengo ; FRA ; MF ; Udinese ; Serie A ; 23 ; 1998 ; 33 ; 26
1618 ; Béni Makouana ; CGO ; FWMF ; Montpellier ; Ligue 1 ; 19 ; 2002 ; 23 ; 1
1619 ; Nemanja Maksimovi? ; SRB ; MF ; Getafe ; La Liga ; 27 ; 1995 ; 35 ; 34
1620 ; Nikola Maksimovi? ; SRB ; DF ; Genoa ; Serie A ; 30 ; 1991 ; 14 ; 13
1621 ; Kévin Malcuit ; MAR ; DF ; Napoli ; Serie A ; 30 ; 1991 ; 8 ; 2
1622 ; Daniel Maldini ; ITA ; MF ; Milan ; Serie A ; 20 ; 2001 ; 8 ; 2
1623 ; Youssef Maleh ; ITA ; MF ; Fiorentina ; Serie A ; 23 ; 1998 ; 28 ; 11
1624 ; Donyell Malen ; NED ; FW ; Dortmund ; Bundesliga ; 23 ; 1999 ; 27 ; 20
1625 ; Ruslan Malinovskyi ; UKR ; FWMF ; Atalanta ; Serie A ; 29 ; 1993 ; 30 ; 19
1626 ; Hugo Mallo ; ESP ; DF ; Celta Vigo ; La Liga ; 30 ; 1991 ; 21 ; 21
1627 ; Lennard Maloney ; USA ; DF ; Dortmund ; Bundesliga ; 22 ; 1999 ; 2 ; 0
1628 ; Mickael Malsa ; MTQ ; MF ; Levante ; La Liga ; 26 ; 1995 ; 26 ; 11
1629 ; Giorgi Mamardashvili ; GEO ; GK ; Valencia ; La Liga ; 21 ; 2000 ; 18 ; 18
1630 ; Rey Manaj ; ALB ; FW ; Spezia ; Serie A ; 25 ; 1997 ; 30 ; 19
1631 ; Hianga Mananga Mbock ; FRA ; MF ; Brest ; Ligue 1 ; 22 ; 1999 ; 14 ; 9
1632 ; Vincent Manceau ; FRA ; DF ; Angers ; Ligue 1 ; 32 ; 1989 ; 28 ; 25
1633 ; Gianluca Mancini ; ITA ; DF ; Roma ; Serie A ; 26 ; 1996 ; 33 ; 33
1634 ; Leonardo Mancuso ; ITA ; FW ; Empoli ; Serie A ; 30 ; 1992 ; 8 ; 5
1635 ; Steve Mandanda ; FRA ; GK ; Marseille ; Ligue 1 ; 37 ; 1985 ; 9 ; 9
1636 ; Reinildo Mandava ; MOZ ; DF ; Lille ; Ligue 1 ; 28 ; 1994 ; 18 ; 18
1637 ; Reinildo Mandava ; MOZ ; DF ; Atlético Madrid ; La Liga ; 28 ; 1994 ; 17 ; 15
1638 ; Aďssa Mandi ; ALG ; DF ; Villarreal ; La Liga ; 30 ; 1991 ; 17 ; 14
1639 ; Rolando Mandragora ; ITA ; MF ; Torino ; Serie A ; 24 ; 1997 ; 21 ; 16
1640 ; Anthony Mandrea ; FRA ; GK ; Angers ; Ligue 1 ; 25 ; 1996 ; 10 ; 10
1641 ; Sadio Mané ; SEN ; FW ; Liverpool ; Premier League ; 30 ; 1992 ; 34 ; 32
1642 ; Eliaquim Mangala ; FRA ; DF ; Saint-Étienne ; Ligue 1 ; 31 ; 1991 ; 14 ; 14
1643 ; Orel Mangala ; BEL ; MF ; Stuttgart ; Bundesliga ; 24 ; 1998 ; 28 ; 22
1644 ; Thomas Mangani ; FRA ; MF ; Angers ; Ligue 1 ; 35 ; 1987 ; 33 ; 25
1645 ; Ricardo Mangas ; POR ; DF ; Bordeaux ; Ligue 1 ; 24 ; 1998 ; 29 ; 27
1646 ; Kostas Manolas ; GRE ; DF ; Napoli ; Serie A ; 30 ; 1991 ; 4 ; 3
1647 ; Javier Manquillo ; ESP ; DF ; Newcastle Utd ; Premier League ; 28 ; 1994 ; 19 ; 15
1648 ; Myziane Maolida ; FRA ; MFFW ; Nice ; Ligue 1 ; 23 ; 1999 ; 1 ; 0
1649 ; Myziane Maolida ; FRA ; FWMF ; Hertha BSC ; Bundesliga ; 23 ; 1999 ; 14 ; 9
1650 ; Sekou Mara ; FRA ; FW ; Bordeaux ; Ligue 1 ; 19 ; 2002 ; 26 ; 8
1651 ; Maranhăo ; BRA ; FWMF ; Valencia ; La Liga ; 25 ; 1996 ; 29 ; 8
1652 ; Nikola Maraš ; SRB ; DF ; Rayo Vallecano ; La Liga ; 26 ; 1995 ; 16 ; 11
1653 ; Fernando Marçal ; BRA ; DF ; Wolves ; Premier League ; 33 ; 1989 ; 18 ; 17
1654 ; Marcelo ; BRA ; DF ; Real Madrid ; La Liga ; 34 ; 1988 ; 11 ; 4
1655 ; Marcelo ; BRA ; DF ; Bordeaux ; Ligue 1 ; 35 ; 1987 ; 11 ; 11
1656 ; Marcelo ; BRA ; DF ; Lyon ; Ligue 1 ; 35 ; 1987 ; 2 ; 2
1657 ; Solly March ; ENG ; DFFW ; Brighton ; Premier League ; 27 ; 1994 ; 31 ; 17
1658 ; Riccardo Marchizza ; ITA ; DF ; Empoli ; Serie A ; 24 ; 1998 ; 19 ; 16
1659 ; Gian Marco Ferrari ; ITA ; DF ; Sassuolo ; Serie A ; 30 ; 1992 ; 36 ; 35
1660 ; Iván Marcone ; ARG ; MF ; Elche ; La Liga ; 31 ; 1990 ; 20 ; 10
1661 ; Óscar de Marcos ; ESP ; DF ; Athletic Club ; La Liga ; 33 ; 1989 ; 22 ; 19
1662 ; Davide Marfella ; ITA ; GK ; Napoli ; Serie A ; 22 ; 1999 ; 1 ; 0
1663 ; José Mari ; ESP ; MF ; Cádiz ; La Liga ; 34 ; 1987 ; 11 ; 4
1664 ; Pablo Marí ; ESP ; DF ; Udinese ; Serie A ; 28 ; 1993 ; 15 ; 15
1665 ; Pablo Marí ; ESP ; DF ; Arsenal ; Premier League ; 28 ; 1993 ; 2 ; 2
1666 ; José María Giménez ; URU ; DF ; Atlético Madrid ; La Liga ; 27 ; 1995 ; 24 ; 24
1667 ; Mariano ; DOM ; FW ; Real Madrid ; La Liga ; 28 ; 1993 ; 9 ; 3
1668 ; R?zvan Marin ; ROU ; MF ; Cagliari ; Serie A ; 26 ; 1996 ; 36 ; 31
1669 ; Guillermo Maripán ; CHI ; DF ; Monaco ; Ligue 1 ; 28 ; 1994 ; 26 ; 21
1670 ; Mika Mŕrmol ; ESP ; DF ; Barcelona ; La Liga ; 19 ; 2002 ; 1 ; 0
1671 ; Omar Marmoush ; EGY ; FWMF ; Stuttgart ; Bundesliga ; 23 ; 1999 ; 21 ; 19
1672 ; Omar Marmoush ; EGY ; FW ; Wolfsburg ; Bundesliga ; 23 ; 1999 ; 2 ; 0
1673 ; Marquinhos ; BRA ; DF ; Paris S-G ; Ligue 1 ; 28 ; 1994 ; 32 ; 32
1674 ; Roger Martí ; ESP ; FW ; Levante ; La Liga ; 31 ; 1991 ; 29 ; 25
1675 ; Anthony Martial ; FRA ; FWMF ; Sevilla ; La Liga ; 26 ; 1995 ; 9 ; 7
1676 ; Anthony Martial ; FRA ; FW ; Manchester Utd ; Premier League ; 26 ; 1995 ; 8 ; 2
1677 ; Martín ; ESP ; MF ; Cádiz ; La Liga ; 23 ; 1999 ; 6 ; 1
1678 ; Aarón Martín ; ESP ; DF ; Mainz 05 ; Bundesliga ; 25 ; 1997 ; 28 ; 25
1679 ; Ander Martin ; ESP ; FWMF ; Real Sociedad ; La Liga ; 21 ; 2000 ; 5 ; 1
